,SPEC1DNAME,ABANDCOR,ABANDCOR_ne,ABANDCOR_pe,VOBS,VOBS_ne,VOBS_pe
472,spec1d.vugc1.063.GCBO0422.fits.gz,9.99,6.74,5.4,859.37,5.85,7.77
473,spec1d.vugc1.069.VOD0045.fits.gz,-10.95,1.69,2.01,102.6,0.71,0.84
474,spec1d.vugc1.070.VOD0057.fits.gz,-6.21,0.76,0.65,-6.72,1.96,1.53
475,spec1d.vugc1.071.SGR0015.fits.gz,-56.49,5.95,7.19,-12.65,0.05,12.57
476,spec1d.vugc1.072.SGR0077.fits.gz,29.33,3.79,3.01,12.05,4.8,4.59
477,spec1d.vugc1.073.SGR0117.fits.gz,-12.38,7.39,5.88,15.39,35.27,37.19
478,spec1d.vugc1.075.SGR0153.fits.gz,13.18,5.24,4.34,-7.32,6.26,6.25
479,spec1d.vugc5.000.NUC001.fits.gz,8.05,0.49,0.77,1057.18,1.33,1.22
480,spec1d.vugc5.005.GCXL005.fits.gz,11.4,9.0,7.49,-22.07,0.53,0.02
481,spec1d.vugc5.008.GCXL010.fits.gz,9.66,0.44,0.44,-223.48,0.73,0.58
482,spec1d.vugc5.009.GCXL012.fits.gz,-25.33,1.88,2.04,-7.82,4.01,4.07
483,spec1d.vugc5.012.GCXL016.fits.gz,6.71,4.05,4.1,1841.3,6.94,6.37
484,spec1d.vugc5.014.GCXF001.fits.gz,-3.75,17.77,9.85,-79.13,13.92,9.27
485,spec1d.vugc5.016.GCXF004.fits.gz,-115.46,29.15,24.26,-17.02,7.63,7.38
486,spec1d.vugc5.028.GCXO0056.fits.gz,-18.95,1.08,1.39,-20.13,2.47,2.69
487,spec1d.vugc5.029.GCXO0090.fits.gz,-2.14,23.28,15.04,-193.13,14.26,10.78
488,spec1d.vugc5.032.GCXO0211.fits.gz,-16.77,4.25,6.4,198.7,7.05,4.77
489,spec1d.vugc5.033.GCXO0255.fits.gz,10.72,0.59,0.52,22.66,0.75,1.17
490,spec1d.vugc5.037.GCBO0164.fits.gz,-8.76,3.18,2.75,239.85,5.9,5.0
491,spec1d.vugc5.039.GCBO0241.fits.gz,-37.07,0.35,0.27,8.58,0.32,0.24
492,spec1d.vugc5.041.VOD0020.fits.gz,-0.91,0.64,0.79,21.29,1.35,1.34
493,spec1d.vugc5.042.VOD0039.fits.gz,-15.47,2.26,1.81,25.64,2.53,2.64
494,spec1d.vugc5.043.VOD0040.fits.gz,-19.64,0.52,0.43,-136.9,1.34,2.23
495,spec1d.vugc5.044.VOD0047.fits.gz,41.86,0.35,0.33,30.69,1.0,0.61
496,spec1d.vugc5.045.VOD0054.fits.gz,3.45,0.21,0.16,-110.48,0.74,0.75
497,spec1d.vugc5.046.SGR0030.fits.gz,-22.2,3.22,4.85,-49.93,5.83,5.19
498,spec1d.vugc5.047.SGR0043.fits.gz,-16.34,1.85,1.61,200.17,4.25,2.95
499,spec1d.vugc5.048.SGR0088.fits.gz,-7.88,3.18,3.37,-74.97,16.74,14.39
500,spec1d.vugc5.049.SGR0140.fits.gz,33.63,14.91,18.24,-107.87,0.01,0.21
501,spec1d.vugc6.000.NUC001.fits.gz,19.63,1.51,1.32,2122.92,2.11,2.41
502,spec1d.vugc6.013.GCXO0011.fits.gz,37.7,0.16,0.18,92.68,1.67,2.17
503,spec1d.vugc6.014.GCXO0027.fits.gz,3.04,1.43,1.07,-83.33,1.64,1.88
504,spec1d.vugc6.016.GCXO0063.fits.gz,-1.94,14.97,10.2,-134.71,25.31,25.49
505,spec1d.vugc6.017.GCXO0066.fits.gz,29.81,9.58,15.92,-69.55,8.09,11.73
506,spec1d.vugc6.021.GCXO0092.fits.gz,-1.75,28.15,13.33,1119.36,12.66,12.52
507,spec1d.vugc6.024.GCXO0118.fits.gz,-87.58,31.77,31.41,236.24,21.49,19.39
508,spec1d.vugc6.026.GCXO0200.fits.gz,-11.65,2.97,2.53,179.59,3.41,4.07
509,spec1d.vugc6.027.GCXO0211.fits.gz,35.72,0.24,0.2,-87.73,0.5,0.5
510,spec1d.vugc6.033.GCBO0018.fits.gz,7.46,0.92,0.92,243.3,1.67,1.23
511,spec1d.vugc6.040.serendip1.fits.gz,-11.03,3.93,3.42,251.11,3.8,2.78
512,spec1d.vugc6.045.VOD0030.fits.gz,19.52,0.37,0.61,8.58,0.59,0.41
513,spec1d.vugc6.046.VOD0049.fits.gz,21.67,1.16,1.26,-135.01,2.31,2.17
514,spec1d.vugc6.047.VOD0053.fits.gz,-2.16,0.64,0.86,180.34,1.32,1.82
515,spec1d.vugc6.048.SGR0006.fits.gz,33.47,11.23,12.6,18.63,6.91,15.84
516,spec1d.vugc6.049.SGR0039.fits.gz,16.23,3.13,2.9,-5.02,7.3,4.42
517,spec1d.vugc6.050.SGR0044.fits.gz,8.28,1.82,1.53,-30.82,2.88,5.08
518,spec1d.vugc6.051.SGR0085.fits.gz,32.62,1.94,2.34,6.67,5.56,4.37
519,spec1d.vugc6.052.SGR0105.fits.gz,20.78,1.26,0.92,-37.48,3.53,3.67
520,spec1d.vugc6.053.SGR0118.fits.gz,-5.88,5.91,6.04,-15.34,17.21,15.33
521,spec1d.vugc6.054.SGR0123.fits.gz,5.09,3.97,4.17,43.62,7.42,12.75
522,spec1d.vugc6.055.SGR0130.fits.gz,43.92,0.83,0.96,134.32,3.14,3.06
523,spec1d.vugc6.056.serendip1.fits.gz,16.85,2.65,3.69,-21.63,9.0,5.6
524,spec1d.vugc6.058.SGR0175.fits.gz,10.56,7.35,6.03,92.59,5.21,2.39
525,spec1d.vugc6.059.SGR0179.fits.gz,52.06,2.74,2.75,6.45,5.06,8.65
526,spec1d.vdgc1.007.nuc5.fits.gz,-0.5603877,0.78054,0.5303669,1825.7831,1.2608724,1.4409969
527,spec1d.vdgc1.008.nuc6.fits.gz,0.24016616,0.73050535,0.6304362,1349.0332,1.541066,1.5510731
528,spec1d.vdgc1.009.nuc7.fits.gz,7.385109,0.7405123,0.8105607,1670.976,3.2022152,2.5317514
529,spec1d.vdgc2.006.nuc5.fits.gz,1.0607338,0.86059535,0.7905469,1027.9011,1.0807476,1.2108377
530,spec1d.vdgc2.007.nuc6.fits.gz,31.852036,0.78054,0.7905469,991.3758,1.2208445,1.3209139
531,spec1d.vdgc2.008.nuc7.fits.gz,1.56108,4.963434,4.062811,1440.5867,5.653911,5.153565
532,spec1d.vdgc3.007.nuc5.fits.gz,-8.165649,3.7325823,4.533136,1080.4575,8.425829,10.53729
533,spec1d.vdgc3.008.nuc6.fits.gz,-6.934798,0.99068534,0.93064386,814.0932,1.6411353,1.3409277
534,spec1d.vdgc4B.004.nuc5.fits.gz,-4.252942,1.3509345,1.541066,1537.7338,1.9213293,2.9120145
535,spec1d.vdgc4B.005.nuc7.fits.gz,-8.736044,0.61042225,0.52036,1111.2688,1.1107684,0.93064386
536,spec1d.vdgc4B.058.nuc6.fits.gz,2.08144,0.5303669,0.43029767,-507.8113,0.95065767,1.2108377
537,spec1d.vdgc4B.059.nuc8.fits.gz,3.082132,0.72049844,0.78054,2009.5803,0.95065767,1.0707407
538,spec1d.vdgc5.005.nuc6.fits.gz,-17.392033,2.3816476,3.1721945,1903.1466,0.010006923,0.32022154
539,spec1d.vdgc6.005.nuc5.fits.gz,-2.3115993,0.66045696,0.70048463,2077.6475,0.42029074,0.41028383
540,spec1d.vdgc6.006.nuc6.fits.gz,-0.19013153,0.98067844,0.78054,2268.9497,2.9020076,2.34162
541,spec1d.vdgc7.006.nuc5.fits.gz,-8.425829,0.69047767,1.1307824,1559.8992,1.1107684,1.1007615
542,spec1d.vdgc7.007.nuc6.fits.gz,-8.816099,0.06004154,0.090062305,2813.6167,0.14009692,0.18012461
543,spec1d.vdgc8.005.nuc5.fits.gz,-14.640128,0.47032538,0.52036,634.5189,0.66045696,0.66045696
544,spec1d.vdgc8.006.nuc6.fits.gz,-3.9727485,0.18012461,0.21014537,585.375,0.24016616,0.29020074
545,spec1d.vdgc8.007.nuc7.fits.gz,0.06004154,1.3609415,1.2108377,1671.2062,1.7412046,2.0514193
546,spec1d.vdgc9B.006.nuc6.fits.gz,-20.58424,2.2615647,2.3816476,1744.6469,29.550444,34.143623
